qualifyId,raceId,constructorId,number,position,q1,q2,q3
213,79,18,20,22,1:21.034,,
214,30,6,5,1,1:14.548,,
214,49,3,4,2,1:14.749,,
214,23,17,11,3,1:14.755,,
214,35,3,3,4,1:14.800,,
214,56,6,6,5,1:14.860,,
214,15,20,14,6,1:14.957,,
214,25,22,8,7,1:14.986,,
214,55,22,7,8,1:15.228,,
214,14,1,10,9,1:15.270,,
214,57,1,9,10,1:15.339,,
214,21,17,12,11,1:15.453,,
214,22,24,22,12,1:15.876,,
214,75,20,15,13,1:15.876,,
214,65,15,16,14,1:16.018,,
214,76,24,23,15,1:16.149,,
214,64,21,2,16,1:16.536,,
214,71,21,1,17,1:16.729,,
214,50,25,19,18,1:16.941,,
214,63,25,18,19,1:17.256,,
214,82,15,17,20,1:17.538,,
214,79,18,20,21,1:17.563,,
214,58,18,21,22,1:18.280,,
215,35,3,3,1,1:21.598,,
215,49,3,4,2,1:21.732,,
215,57,1,9,3,1:21.797,,
215,30,6,5,4,1:21.977,,
215,23,17,11,5,1:22.277,,
215,14,1,10,6,1:22.279,,
215,56,6,6,7,1:22.342,,
215,25,22,8,8,1:22.344,,
215,65,15,16,9,1:22.368,,
215,21,17,12,10,1:22.371,,
215,55,22,17,11,1:22.392,,
215,71,21,1,12,1:23.271,,
215,15,20,14,13,1:23.366,,
215,75,20,15,14,1:23.887,,
215,76,24,23,15,1:24.067,,
215,64,21,2,16,1:24.239,,
215,63,25,19,17,1:24.478,,
215,79,18,20,18,1:24.553,,
215,50,25,18,19,1:25.010,,
215,58,18,21,20,1:25.154,,
215,22,24,22,21,1:25.525,,
215,82,15,17,22,,,
216,77,22,8,1,1:41.873,,
216,21,17,12,2,1:41.896,,
216,57,1,9,3,1:42.034,,
216,30,6,5,4,1:42.181,,
216,49,3,4,5,1:42.421,,
216,55,22,7,6,1:42.493,,
216,23,17,11,7,1:42.498,,
216,14,1,10,8,1:42.687,,
216,35,3,3,9,1:42.967,,
216,56,6,6,10,1:43.209,,
216,15,20,14,11,1:43.226,,
216,22,24,22,12,1:43.272,,
216,71,21,1,13,1:43.361,,
216,65,15,16,14,1:43.660,,
216,76,24,23,15,1:43.927,,
216,64,21,2,16,1:44.069,,
216,75,20,15,17,1:44.112,,
216,82,15,17,18,1:44.552,,
216,63,25,18,19,1:45.372,,
216,50,25,19,20,1:45.811,,
216,58,18,21,21,1:45.942,,
216,79,18,20,22,1:46.499,,
224,35,3,6,1,1:32.371,,
224,71,3,5,2,1:32.509,,
224,56,6,2,3,1:32.889,,
224,30,6,1,4,1:33.125,,
224,57,1,7,5,1:34.054,,
224,55,22,3,6,1:34.257,,
224,77,22,4,7,1:34.344,,
224,22,17,11,8,1:34.474,,
224,49,15,15,9,1:34.494,,
224,63,25,19,10,1:34.832,,
224,44,27,9,11,1:35.330,,
224,50,29,17,12,1:35.338,,
224,14,1,8,13,1:35.351,,
224,65,15,14,14,1:35.453,,
224,79,25,18,15,1:35.715,,
224,21,18,21,16,1:35.898,,
224,83,18,20,17,1:36.109,,
224,73,29,16,18,1:36.198,,
224,84,17,12,19,1:36.286,,
224,64,27,10,20,1:36.298,,
225,71,3,5,1,1:18.111,,
225,22,17,11,2,1:19.092,,
225,35,3,6,3,1:19.254,,
225,30,6,1,4,1:19.474,,
225,55,22,3,5,1:19.484,,
225,84,17,12,6,1:19.519,,
225,57,1,7,7,1:19.607,,
225,77,22,4,8,1:19.762,,
225,49,15,15,9,1:19.799,,
225,56,6,2,10,1:19.951,,
225,63,25,19,11,1:20.000,,
225,65,15,14,12,1:20.144,,
225,50,29,17,13,1:20.157,,
225,14,1,8,14,1:20.167,,
225,44,27,9,15,1:20.426,,
225,79,25,18,16,1:20.427,,
225,73,29,16,17,1:20.440,,
225,83,18,20,18,1:21.491,,
225,69,28,22,19,1:23.174,,
225,85,28,23,20,1:23.454,,
225,58,18,21,21,,,
225,64,27,10,22,,,
226,71,3,5,1,1:30.346,,
226,30,6,1,2,1:30.598,,
226,35,3,6,3,1:30.907,,
226,55,22,3,4,1:31.038,,
226,77,22,4,5,1:31.262,,
226,22,17,11,6,1:31.404,,
226,50,29,17,7,1:31.615,,
226,57,1,7,8,1:31.801,,
226,14,1,8,9,1:32.001,,
226,56,6,2,10,1:32.058,,
226,49,15,15,11,1:32.130,,
226,44,27,9,12,1:32.177,,
226,79,25,18,13,1:32.407,,
226,58,18,21,14,1:32.502,,
226,84,17,12,15,1:32.696,,
226,63,25,19,16,1:32.903,,
226,65,15,14,17,1:33.256,,
226,64,27,10,18,1:33.424,,
226,83,18,20,19,1:33.727,,
226,73,29,16,20,1:33.752,,
226,69,28,22,21,1:34.830,,
226,85,28,23,22,1:35.651,,
227,71,3,5,1,1:18.941,,
227,35,3,6,2,1:19.721,,
227,30,6,1,3,1:20.149,,
227,55,22,3,4,1:20.711,,
227,22,17,11,5,1:20.818,,
227,14,1,8,6,1:20.888,,
227,56,6,2,7,1:20.931,,
227,77,22,4,8,1:21.054,,
227,57,1,7,9,1:21.078,,
227,49,15,15,10,1:21.113,,
227,84,17,12,11,1:21.177,,
227,65,15,14,12,1:21.210,,
227,50,29,17,13,1:21.367,,
227,63,25,19,14,1:21.458,,
227,44,27,9,15,1:21.509,,
227,79,25,18,16,1:21.812,,
227,64,27,10,17,1:22.733,,
227,21,18,21,18,1:22.921,,
227,83,18,20,19,1:23.139,,
227,73,29,16,20,1:23.620,,
228,30,6,1,1,1:26.890,,
228,71,3,5,2,1:27.105,,
228,35,3,6,3,1:27.220,,
228,14,1,8,4,1:27.688,,
228,55,22,3,5,1:28.009,,
228,56,6,2,6,1:28.205,,
228,77,22,4,7,1:28.336,,
228,63,25,19,8,1:28.423,,
228,22,17,11,9,1:28.632,,
228,49,15,15,10,1:28.785,,
228,57,1,7,11,1:29.079,,
228,44,27,9,12,1:29.472,,
228,50,29,17,13,1:29.539,,
228,65,15,14,14,1:29.541,,
228,79,25,18,15,1:29.892,,
228,64,27,10,16,1:29.989,,
228,83,18,20,17,1:30.471,,
228,21,18,21,18,1:30.814,,
228,73,29,16,19,1:31.316,,
228,69,28,22,20,1:32.037,,
229,30,6,1,1,1:20.356,,
229,71,3,5,2,1:20.866,,
229,55,22,3,3,1:20.918,,
229,77,22,4,4,1:21.067,,
229,14,1,8,5,1:21.460,,
229,22,17,11,6,1:21.504,,
229,56,6,2,7,1:21.542,,
229,57,1,7,8,1:21.688,,
229,49,15,15,9,1:21.929,,
229,35,3,6,10,1:21.963,,
229,63,25,19,11,1:22.235,,
229,50,29,17,12,1:22.327,,
229,65,15,14,13,1:22.346,,
229,44,27,9,14,1:22.358,,
229,79,25,18,15,1:22.460,,
229,84,17,12,16,1:22.519,,
229,64,27,10,17,1:22.682,,
229,21,18,21,18,1:22.684,,
229,83,18,20,19,1:23.350,,
229,73,29,16,20,1:24.976,,
229,69,28,22,21,1:25.059,,
229,85,28,23,22,1:25.393,,
230,71,3,5,1,1:20.650,,
230,35,3,6,2,1:21.084,,
230,30,6,1,3,1:21.587,,
230,55,22,3,4,1:22.061,,
230,77,22,4,5,1:22.125,,
230,56,6,2,6,1:22.333,,
230,22,17,11,7,1:22.379,,
230,44,27,9,8,1:22.685,,
230,65,15,14,9,1:23.027,,
230,57,1,7,10,1:23.070,,
230,49,15,15,11,1:23.195,,
230,63,25,19,12,1:23.224,,
230,50,29,17,13,1:23.371,,
230,14,1,8,14,1:23.416,,
230,84,17,12,15,1:23.438,,
230,79,25,18,16,1:24.401,,
230,64,27,10,17,1:24.468,,
230,83,18,20,18,1:25.274,,
230,21,18,21,19,1:25.531,,
230,73,29,16,20,1:25.621,,
240,71,3,5,1,1:20.081,,
240,30,22,1,2,1:20.382,,
240,14,3,6,3,1:20.422,,
240,65,22,2,4,1:20.888,,
240,77,6,28,5,1:20.906,,
240,55,6,27,6,1:21.041,,
240,57,1,8,7,1:21.399,,
240,56,17,15,8,1:21.749,,
240,87,1,7,9,1:21.779,,
240,44,27,26,10,1:21.914,,
240,79,25,3,11,1:22.325,,
240,63,25,4,12,1:22.416,,
240,81,29,9,13,1:22.468,,
240,49,15,30,14,1:22.872,,
240,88,27,25,15,1:22.971,,
240,22,17,14,16,1:22.975,,
240,94,18,23,17,1:24.383,,
240,69,18,24,18,1:24.443,,
240,91,15,29,19,1:24.723,,
240,92,30,16,20,1:25.127,,
240,89,29,10,21,1:25.225,,
240,85,30,17,22,1:25.886,,
240,90,28,22,23,1:26.269,,
240,50,31,12,24,1:27.323,,
240,64,28,21,25,1:27.792,,
240,93,31,11,26,1:28.106,,
241,14,3,6,1,1:53.241,,
241,71,3,5,2,1:54.057,,
241,30,22,1,3,1:54.272,,
241,56,17,15,4,1:54.381,,
241,57,1,8,5,1:54.529,,
241,55,6,27,6,1:54.637,,
241,63,25,4,7,1:54.757,,
241,77,6,28,8,1:55.276,,
241,49,15,30,9,1:55.583,,
241,22,17,14,10,1:56.114,,
241,65,22,6,11,1:57.068,,
241,81,29,9,12,1:57.092,,
241,69,18,24,13,1:57.167,,
241,50,31,12,14,1:57.231,,
241,79,25,3,15,1:57.484,,
241,94,18,23,16,1:58.066,,
241,87,1,7,17,1:58.660,,
241,44,27,26,18,1:58.824,,
241,88,27,25,19,1:58.882,,
241,93,31,11,20,1:59.539,,
241,91,15,29,21,2:00.751,,
241,85,30,17,22,2:01.763,,
241,92,30,16,23,2:04.050,,
241,90,28,22,24,2:04.481,,
241,64,28,21,25,2:05.932,,
241,89,29,10,26,2:07.298,,
242,30,22,1,1,1:27.274,,
242,77,6,28,2,1:27.282,,
242,14,3,6,3,1:27.459,,
242,71,3,5,4,1:27.512,,
242,55,6,27,5,1:27.813,,
242,57,1,8,6,1:28.343,,
242,56,17,15,7,1:28.516,,
242,65,22,6,8,1:29.350,,
242,95,1,7,9,1:29.517,,
242,22,17,14,10,1:29.551,,
242,81,29,9,11,1:29.582,,
242,44,27,26,12,1:30.760,,
242,63,25,4,13,1:31.035,,
242,49,15,30,14,1:31.358,,
242,79,25,3,15,1:31.630,,
242,88,27,25,16,1:31.913,,
242,50,31,12,17,1:32.156,,
242,94,18,23,18,1:32.445,,
242,89,29,10,19,1:32.710,,
242,69,18,24,20,1:33.071,,
242,91,15,29,21,1:33.494,,
242,92,30,16,22,1:33.892,,
242,93,31,11,23,1:33.965,,
242,85,30,17,24,1:35.169,,
242,90,28,22,25,1:36.065,,
242,64,28,21,26,1:36.624,,
243,30,22,1,1,1:21.452,,
243,55,6,27,2,1:22.052,,
243,77,6,28,3,1:22.071,,
243,14,3,6,4,1:22.332,,
243,71,3,5,5,1:22.349,,
243,56,17,15,6,1:23.352,,
243,65,22,2,7,1:23.536,,
243,22,17,14,8,1:23.705,,
243,57,1,8,9,1:23.833,,
243,95,1,7,10,1:23.927,,
243,84,27,25,11,1:24.727,,
243,49,15,30,12,1:24.802,,
243,63,25,4,13,1:24.971,,
243,81,29,9,14,1:25.053,,
243,44,27,26,15,1:25.204,,
243,50,31,12,16,1:25.827,,
243,79,25,3,17,1:25.946,,
243,89,29,10,18,1:26.059,,
243,94,18,23,19,1:26.619,,
243,91,15,29,20,1:27.007,,
243,69,18,24,21,1:27.345,,
243,93,31,11,22,1:27.575,,
243,85,30,17,23,1:28.094,,
243,92,30,16,24,1:28.598,,
243,90,28,22,25,1:28.963,,
243,64,28,21,26,1:29.540,,
244,71,3,5,1,1:21.952,,
244,30,22,1,2,1:22.742,,
244,14,3,6,3,1:23.109,,
244,77,6,28,4,1:23.220,,
244,55,6,27,5,1:23.754,,
244,57,1,8,6,1:23.857,,
244,65,22,2,7,1:23.885,,
244,84,27,26,8,1:24.447,,
244,56,17,15,9,1:24.857,,
244,87,1,7,10,1:24.933,,
244,22,17,14,11,1:25.081,,
244,44,27,26,12,1:25.125,,
244,81,29,9,13,1:25.447,,
244,49,15,30,14,1:25.661,,
244,79,25,3,15,1:25.808,,
244,69,18,24,16,1:25.969,,
244,63,25,4,17,1:26.473,,
244,94,18,23,18,1:26.913,,
244,96,15,29,19,1:27.145,,
244,93,31,11,20,1:28.337,,
244,92,30,16,21,1:29.039,,
244,64,28,21,22,1:29.244,,
244,50,31,12,23,1:29.391,,
244,90,28,22,24,1:29.608,,
244,85,30,17,25,1:30.149,,
244,89,29,10,26,1:31.542,,
245,30,22,1,1,1:27.661,,
245,71,3,5,2,1:28.039,,
245,14,3,6,3,1:28.091,,
245,77,6,28,4,1:28.189,,
245,55,6,27,5,1:28.474,,
245,65,22,2,6,1:28.498,,
245,57,1,8,7,1:28.910,,
245,56,17,15,8,1:29.021,,
245,22,17,14,9,1:29.171,,
245,87,1,7,10,1:29.641,,
245,44,27,26,11,1:29.809,,
245,49,15,30,12,1:30.017,,
245,81,29,9,13,1:30.159,,
245,84,27,25,14,1:30.255,,
245,63,25,4,15,1:30.657,,
245,79,25,3,16,1:31.382,,
245,94,18,23,17,1:31.445,,
245,96,15,29,18,1:31.838,,
245,69,18,24,19,1:31.853,,
245,92,30,16,20,1:32.841,,
245,85,30,17,21,1:32.894,,
245,89,29,10,22,1:32.995,,
245,90,28,22,23,1:34.000,,
245,64,28,21,24,1:34.982,,
246,71,3,5,1,1:17.225,,
246,30,22,1,2,1:17.512,,
246,14,3,6,3,1:17.925,,
246,55,6,27,4,1:18.761,,
246,22,17,14,5,1:18.810,,
246,44,27,26,6,1:19.047,,
246,77,6,28,7,1:19.051,,
246,57,1,8,8,1:19.238,,
246,84,27,25,9,1:19.384,,
246,65,22,2,10,1:19.555,,
246,56,17,15,11,1:19.845,,
246,49,15,30,12,1:20.309,,
246,87,1,7,13,1:20.527,,
246,63,25,4,14,1:20.796,,
246,96,15,29,15,1:20.943,,
246,81,29,9,16,1:21.076,,
246,69,18,24,17,1:21.323,,
246,89,29,10,18,1:21.894,,
246,79,25,3,19,1:21.930,,
246,94,18,23,20,1:22.104,,
246,85,30,17,21,1:23.466,,
246,92,30,16,22,1:23.647,,
246,64,28,21,23,1:24.184,,
246,90,28,22,24,1:24.865,,
247,71,3,5,1,1:28.124,,
247,30,22,1,2,1:28.397,,
247,14,3,6,3,1:28.947,,
247,77,6,28,4,1:29.657,,
247,65,22,2,5,1:29.867,,
247,55,6,27,6,1:29.874,,
247,56,17,15,7,1:30.083,,
247,57,1,8,8,1:30.140,,
247,22,17,14,9,1:30.354,,
247,87,1,7,10,1:30.453,,
247,84,27,25,11,1:30.946,,
247,49,15,30,12,1:31.602,,
247,44,27,26,13,1:31.842,,
247,79,25,3,14,1:32.087,,
247,94,18,23,15,1:32.259,,
247,96,15,29,16,1:33.166,,
247,97,29,9,17,1:34.154,,
247,69,18,24,18,1:34.556,,
247,89,29,10,19,1:35.323,,
247,64,28,21,20,1:36.023,,
247,92,30,16,21,1:36.076,,
247,90,28,22,22,1:36.651,,
247,63,25,3,23,1:48.639,,
247,85,30,17,24,1:52.398,,
248,71,3,5,1,1:44.385,,
248,30,22,1,2,1:44.465,,
248,14,3,6,3,1:44.540,,
248,77,6,28,4,1:45.553,,
248,22,17,14,5,1:45.765,,
248,56,17,15,6,1:45.846,,
248,57,1,8,7,1:45.849,,
248,87,1,7,8,1:46.221,,
248,65,22,2,9,1:46.315,,
248,55,6,27,10,1:46.356,,
248,49,15,30,11,1:46.801,,
248,44,27,26,12,1:47.372,,
248,63,25,4,13,1:47.507,,
248,96,15,29,14,1:47.636,,
248,97,29,9,15,1:48.093,,
248,69,18,24,16,1:49.302,,
248,79,25,3,17,1:49.402,,
248,88,27,25,18,1:49.716,,
248,89,29,10,19,1:49.892,,
248,94,18,23,20,1:49.990,,
248,64,28,21,21,1:52.961,,
248,90,28,22,22,1:53.405,,
248,85,30,17,23,1:53.492,,
248,86,30,16,24,1:54.625,,
249,71,3,5,1,1:16.982,,
249,14,3,6,2,1:17.366,,
249,30,22,1,3,1:17.558,,
249,77,6,28,4,1:18.059,,
249,57,1,8,5,1:18.363,,
249,55,6,27,6,1:18.968,,
249,56,17,15,7,1:19.499,,
249,84,27,25,8,1:19.748,,
249,65,22,2,9,1:20.072,,
249,44,27,26,10,1:20.160,,
249,49,15,30,11,1:20.413,,
249,69,18,24,12,1:20.543,,
249,87,1,7,13,1:20.640,,
249,22,17,14,14,1:20.902,,
249,83,18,23,15,1:21.156,,
249,63,25,4,16,1:21.624,,
249,79,25,3,17,1:21.702,,
249,89,29,10,18,1:22.081,,
249,96,15,29,19,1:22.161,,
249,97,29,9,20,1:23.275,,
249,90,28,22,21,1:24.351,,
249,85,30,17,22,1:24.371,,
249,64,28,21,23,1:24.695,,
249,86,30,16,24,1:26.570,,
250,77,6,28,1,1:54.392,,
250,55,6,27,2,1:54.631,,
250,57,1,8,3,1:55.435,,
250,65,22,2,4,1:56.085,,
250,14,3,6,5,1:56.254,,
250,87,1,7,6,1:56.622,,
250,56,17,15,7,1:57.001,,
250,71,3,5,8,1:57.768,,
250,44,27,26,9,1:58.021,,
250,49,15,30,10,1:58.148,,
250,63,25,4,11,1:58.224,,
250,22,17,14,12,1:58.293,,
250,84,27,26,13,1:58.314,,
250,96,15,29,14,1:58.356,,
250,79,25,3,15,1:58.551,,
250,30,22,1,16,1:59.079,,
250,83,18,23,17,1:59.256,,
250,89,29,10,18,2:00.990,,
250,69,18,24,19,2:01.013,,
250,97,29,9,20,2:01.685,,
250,85,30,17,21,2:02.405,,
250,90,28,22,22,2:03.817,,
250,86,30,16,23,2:06.407,,
250,64,28,21,24,2:09.537,,
251,14,3,6,1,1:24.462,,
251,30,22,1,2,1:25.026,,
251,77,6,28,3,1:25.353,,
251,71,3,5,4,1:25.699,,
251,55,6,27,5,1:25.707,,
251,22,17,14,6,1:25.919,,
251,57,1,8,7,1:25.920,,
251,65,22,2,8,1:26.433,,
251,87,1,7,9,1:26.472,,
251,49,15,30,10,1:26.541,,
251,84,27,26,11,1:27.067,,
251,56,17,15,12,1:27.271,,
251,44,27,26,13,1:27.384,,
251,96,15,29,14,1:28.741,,
251,97,29,9,15,1:28.870,,
251,63,25,4,16,1:29.028,,
251,79,25,3,17,1:29.287,,
251,69,18,24,18,1:29.559,,
251,83,18,23,19,1:29.936,,
251,89,29,10,20,1:30.515,,
251,85,30,17,21,1:30.721,,
251,90,28,22,22,1:30.834,,
251,64,28,21,23,1:32.102,,
251,86,30,16,24,1:32.470,,
252,14,3,6,1,1:20.537,,
252,71,3,5,2,1:20.905,,
252,30,22,1,3,1:21.301,,
252,77,6,28,4,1:21.970,,
252,49,15,30,5,1:22.226,,
252,65,22,2,6,1:22.322,,
252,55,6,27,7,1:22.391,,
252,22,17,14,8,1:22.538,,
252,84,27,25,9,1:22.588,,
252,56,17,15,10,1:22.831,,
252,44,27,26,11,1:22.904,,
252,87,1,7,12,1:22.914,,
252,57,1,8,13,1:23.064,,
252,96,15,29,14,1:23.934,,
252,63,25,4,15,1:23.936,,
252,79,25,3,16,1:24.287,,
252,83,18,23,17,1:24.657,,
252,69,18,24,18,1:24.778,,
252,89,29,10,19,1:24.883,,
252,97,29,9,20,1:25.179,,
252,85,30,17,21,1:26.172,,
252,64,28,21,22,1:27.292,,
252,90,28,22,23,1:27.523,,
252,98,30,16,24,1:32.769,,
253,14,3,6,1,1:18.738,,
253,71,3,5,2,1:18.972,,
253,30,22,1,3,1:19.150,,
253,77,6,28,4,1:19.821,,
253,56,17,15,5,1:20.488,,
253,55,6,27,6,1:20.510,,
253,65,22,2,7,1:20.653,,
253,49,15,30,8,1:20.749,,
253,57,1,8,9,1:20.866,,
253,87,1,7,10,1:20.909,,
253,22,17,14,11,1:21.211,,
253,84,27,25,12,1:21.541,,
253,96,15,29,13,1:22.059,,
253,44,27,26,14,1:22.062,,
253,63,25,4,15,1:23.058,,
253,83,18,23,16,1:23.328,,
253,97,29,9,17,1:23.689,,
253,69,18,24,18,1:23.760,,
253,99,25,3,19,1:24.286,,
253,85,30,17,20,1:24.696,,
253,89,29,10,21,1:24.900,,
253,64,28,21,22,1:25.157,,
253,90,28,22,23,1:26.098,,
253,98,30,16,24,1:27.853,,
254,14,3,6,1,1:14.013,,
254,71,3,5,2,1:14.213,,
254,30,22,1,3,1:14.284,,
254,55,6,27,4,1:14.919,,
254,77,6,28,5,1:14.974,,
254,56,17,15,6,1:15.354,,
254,65,22,2,7,1:15.556,,
254,49,15,30,8,1:15.561,,
254,44,27,26,9,1:15.621,,
254,87,1,7,10,1:15.652,,
254,22,17,14,11,1:15.774,,
254,76,1,8,12,1:16.339,,
254,88,27,25,13,1:16.519,,
254,83,18,23,14,1:16.596,,
254,96,15,29,15,1:16.646,,
254,69,18,24,16,1:16.887,,
254,79,25,3,17,1:17.014,,
254,63,25,4,18,1:17.213,,
254,81,29,9,19,1:18.114,,
254,89,29,10,20,1:18.212,,
254,64,28,21,21,1:19.579,,
254,90,28,22,22,1:19.745,,
254,85,30,17,23,1:20.093,,
254,92,30,16,24,1:21.405,,
255,30,22,1,1,1:38.023,,
255,55,6,27,2,1:38.888,,
255,57,1,8,3,1:38.954,,
255,71,3,5,4,1:39.032,,
255,77,6,28,5,1:39.040,,
255,14,3,6,6,1:39.155,,
255,56,17,15,7,1:39.621,,
255,49,15,30,8,1:40.010,,
255,65,22,2,9,1:40.349,,
255,22,17,14,10,1:40.381,,
255,44,27,26,11,1:40.838,,
255,63,25,4,12,1:41.355,,
255,88,27,25,13,1:41.592,,
255,79,25,3,14,1:41.977,,
255,81,29,9,15,1:42.059,,
255,91,15,29,16,1:42.912,,
255,83,18,23,17,1:43.102,,
255,69,18,24,18,1:43.542,,
255,89,29,10,19,1:44.074,,
255,85,30,17,20,1:46.097,,
255,64,28,21,21,1:46.654,,
255,90,28,22,22,1:48.267,,
255,92,30,16,23,1:48.289,,
255,87,1,7,24,16:42.640,,
256,71,3,5,1,,,
256,14,3,6,2,,,
256,30,22,1,3,,,
256,77,6,28,4,,,
256,55,6,27,5,,,
256,49,15,30,6,,,
256,22,17,14,7,,,
256,65,22,2,8,,,
256,56,17,15,9,,,
256,87,1,7,10,,,
256,84,27,25,11,,,
256,44,27,26,12,,,
256,81,29,9,13,,,
256,63,25,4,14,,,
256,69,18,24,15,,,
256,79,25,3,16,,,
256,83,18,23,17,,,
256,91,15,29,18,,,
256,89,29,10,19,,,
256,90,28,22,20,,,
256,64,28,21,21,,,
256,85,30,16,22,,,
256,92,30,16,23,,,
256,57,1,8,24,,,
257,102,3,2,1,1:15.962,,
257,30,22,5,2,1:16.290,,
257,55,6,27,3,1:17.385,,
257,71,3,0,4,1:17.554,,
257,49,15,30,5,1:17.806,,
257,81,29,10,6,1:17.866,,
257,91,15,29,7,1:17.927,,
257,57,1,7,8,1:18.122,,
257,50,22,6,9,1:18.183,,
257,79,25,3,10,1:18.194,,
257,104,29,9,11,1:18.204,,
257,87,25,4,12,1:18.246,,
257,100,33,20,13,1:18.321,,
257,22,17,14,14,1:18.414,,
257,94,18,23,15,1:18.659,,
257,56,17,15,16,1:18.751,,
257,77,6,28,17,1:18.855,,
257,84,1,8,18,1:18.864,,
257,44,27,26,19,1:19.304,,
257,103,27,25,20,1:19.398,,
257,65,32,12,21,1:19.483,,
257,105,18,24,22,1:19.517,,
257,106,33,19,23,1:19.524,,
257,83,32,11,24,1:19.975,,
257,92,30,34,25,1:20.729,,
257,101,31,31,26,1:21.186,,
258,102,3,2,1,1:10.218,,
258,30,22,5,2,1:10.440,,
258,71,3,0,3,1:10.771,,
258,57,1,7,4,1:11.683,,
258,77,6,28,5,1:11.744,,
258,84,1,8,6,1:12.351,,
258,78,6,27,7,1:12.372,,
258,22,17,14,8,1:12.409,,
258,104,29,9,9,1:12.444,,
258,50,22,6,10,1:12.554,,
258,49,15,30,11,1:12.686,,
258,87,25,4,12,1:12.751,,
258,81,29,10,13,1:12.866,,
258,79,25,3,14,1:13.013,,
258,105,18,24,15,1:13.016,,
258,100,33,20,16,1:13.111,,
258,94,18,23,17,1:13.529,,
258,103,27,25,18,1:13.613,,
258,91,15,29,19,1:13.855,,
258,88,17,15,20,1:13.932,,
258,106,33,19,21,1:14.101,,
258,44,27,26,22,1:14.106,,
258,65,32,12,23,1:14.424,,
258,83,32,11,24,1:14.657,,
258,101,31,31,25,1:14.748,,
258,107,31,32,26,1:16.536,,
259,102,3,2,1,1:21.548,,
259,30,22,5,2,1:21.885,,
259,77,6,28,3,1:22.113,,
259,71,3,0,4,1:22.168,,
259,109,22,6,5,1:22.717,,
259,78,6,27,6,1:22.841,,
259,49,15,30,7,1:23.119,,
259,57,1,7,8,1:23.140,,
259,79,25,3,9,1:23.322,,
259,91,15,29,10,1:23.347,,
259,81,29,10,11,1:23.663,,
259,87,25,4,12,1:23.703,,
259,84,1,8,13,1:23.858,,
259,94,18,23,14,1:24.078,,
259,105,18,24,15,1:24.276,,
259,104,29,9,16,1:24.472,,
259,103,27,25,17,1:24.678,,
259,100,33,20,18,1:24.852,,
259,44,27,26,19,1:24.996,,
259,65,32,12,20,1:25.114,,
259,110,17,15,21,1:25.234,,
259,83,32,11,22,1:25.295,,
259,106,33,19,23,1:25.991,,
259,101,31,31,24,1:26.817,,
259,92,30,34,25,1:27.143,,
259,107,31,32,26,1:27.584,,
259,108,30,33,27,1:27.881,,
259,22,17,14,28,,,
261,30,22,5,1,1:21.908,,
261,71,3,0,2,1:22.559,,
261,57,1,7,3,1:22.660,,
261,109,22,6,4,1:22.983,,
261,22,17,14,5,1:23.594,,
261,55,6,27,6,1:23.700,,
261,77,6,28,7,1:23.715,,
261,84,1,8,8,1:23.763,,
261,14,3,2,9,1:23.782,,
261,79,25,3,10,1:23.969,,
261,87,25,4,11,1:23.981,,
261,49,15,30,12,1:24.254,,
261,56,17,15,13,1:24.930,,
261,105,18,24,14,1:24.996,,
261,81,29,10,15,1:25.018,,
261,100,33,20,16,1:25.050,,
261,106,33,19,17,1:25.161,,
261,94,18,23,18,1:25.247,,
261,44,27,26,19,1:25.577,,
261,103,27,25,20,1:25.766,,
261,104,29,9,21,1:26.084,,
261,65,32,12,22,1:26.397,,
261,70,32,11,23,1:27.685,,
261,101,31,31,24,1:28.151,,
261,92,30,34,25,1:28.873,,
261,108,30,33,26,1:30.657,,
262,30,22,5,1,1:26.178,,
262,55,6,27,2,1:26.277,,
262,77,6,28,3,1:27.059,,
262,71,3,0,4,1:27.094,,
262,14,3,2,5,1:27.211,,
262,22,17,14,6,1:27.554,,
262,57,1,7,7,1:27.616,,
262,56,17,15,8,1:27.780,,
262,79,25,3,9,1:27.827,,
262,49,15,30,10,1:27.977,,
262,81,29,10,11,1:27.989,,
262,84,1,8,12,1:28.197,,
262,87,25,4,13,1:28.579,,
262,110,15,29,14,1:28.694,,
262,94,18,23,15,1:28.847,,
262,104,29,9,16,1:28.882,,
262,65,32,12,17,1:28.889,,
262,105,18,24,18,1:28.903,,
262,44,27,26,19,1:28.950,,
262,109,22,6,20,1:28.993,,
262,100,33,20,21,1:29.039,,
262,106,33,19,22,1:29.403,,
262,70,32,11,23,1:30.160,,
262,103,27,25,24,1:30.493,,
262,101,31,31,25,1:31.632,,
262,92,30,34,26,1:32.838,,
263,71,3,0,1,1:16.282,,
263,95,3,2,2,1:16.359,,
263,30,22,5,3,1:16.707,,
263,55,6,27,4,1:16.954,,
263,77,6,28,5,1:16.959,,
263,56,17,15,6,1:17.441,,
263,22,17,14,7,1:17.482,,
263,50,22,6,8,1:17.645,,
263,57,1,7,9,1:17.768,,
263,49,15,30,10,1:17.830,,
263,110,15,29,11,1:17.866,,
263,84,1,8,12,1:18.031,,
263,44,27,26,13,1:18.044,,
263,79,25,3,14,1:18.192,,
263,103,27,25,15,1:18.236,,
263,94,18,23,16,1:18.248,,
263,87,25,4,17,1:18.381,,
263,104,29,9,18,1:18.568,,
263,65,32,12,19,1:18.715,,
263,100,33,20,20,1:18.811,,
263,105,18,24,21,1:18.890,,
